GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
org.eclipse.papyrus.sysml14.diagram.internalblock,org.eclipse.papyrus.sysml14.diagram.internalblock,Activator,7,0,0,0,2,0,2,0,2,0
org.eclipse.papyrus.sysml14.diagram.internalblock,org.eclipse.papyrus.sysml14.diagram.internalblock.internal.factory,BlockCompositeViewFactory,72,0,0,0,17,0,2,0,2,0
